:BEGIN
"Plan FE_LL_NoVac: Centre Z",0.434
"Plan FE_LL_NoVac: Planéité",0.024
"Plan FE_LL_NoVac: Erreur Résiduelle RMS",0.005
"Plan FE_LL_NoVac: Points 3D RM"
51.496,41.708,39.523
51.537,41.709,39.523
51.579,41.708,39.523
51.619,41.708,39.523
51.657,41.709,39.523
51.694,41.708,39.523
51.733,41.710,39.525
51.773,41.710,39.532
51.811,41.710,39.533
51.851,41.710,39.532
51.890,41.710,39.531
51.930,41.710,39.532
51.969,41.710,39.532
52.008,41.710,39.529
52.048,41.708,39.522
52.086,41.709,39.523
52.125,41.709,39.522
52.165,41.709,39.521
52.205,41.709,39.522
51.496,41.747,39.522
51.538,41.748,39.522
51.578,41.748,39.522
51.618,41.749,39.522
51.656,41.748,39.523
51.692,41.747,39.522
51.731,41.747,39.524
51.772,41.749,39.536
51.811,41.751,39.536
51.851,41.749,39.535
51.890,41.750,39.536
51.929,41.750,39.536
51.968,41.751,39.536
52.007,41.750,39.534
52.048,41.751,39.529
52.086,41.751,39.528
52.126,41.752,39.528
52.164,41.753,39.526
52.204,41.752,39.527
51.498,41.788,39.522
51.538,41.789,39.523
51.577,41.789,39.523
51.618,41.789,39.521
51.656,41.790,39.522
51.693,41.790,39.522
51.731,41.789,39.523
51.773,41.787,39.519
51.812,41.787,39.519
51.851,41.788,39.518
51.890,41.788,39.517
51.929,41.788,39.518
51.968,41.788,39.517
52.009,41.788,39.519
52.047,41.788,39.515
52.086,41.789,39.515
52.126,41.789,39.516
52.165,41.789,39.516
52.204,41.789,39.516
51.497,41.825,39.522
51.538,41.826,39.522
51.578,41.827,39.522
51.618,41.825,39.521
51.656,41.826,39.521
51.692,41.826,39.522
51.732,41.826,39.524
51.772,41.827,39.535
51.811,41.827,39.534
51.851,41.827,39.534
51.890,41.827,39.534
51.929,41.827,39.536
51.968,41.827,39.534
52.007,41.828,39.533
52.047,41.828,39.532
52.085,41.828,39.532
52.125,41.827,39.530
52.164,41.828,39.530
52.203,41.828,39.531
51.497,41.867,39.522
51.537,41.867,39.523
51.576,41.867,39.523
51.619,41.868,39.521
51.656,41.869,39.522
51.692,41.869,39.522
51.730,41.868,39.524
51.772,41.867,39.528
51.812,41.866,39.529
51.851,41.867,39.526
51.890,41.868,39.526
51.930,41.867,39.527
51.968,41.868,39.525
52.008,41.869,39.525
52.047,41.871,39.519
52.085,41.871,39.519
52.125,41.870,39.520
52.165,41.870,39.520
52.203,41.871,39.520
51.498,41.903,39.522
51.537,41.903,39.522
51.576,41.904,39.522
51.618,41.903,39.521
51.655,41.904,39.521
51.692,41.904,39.521
51.730,41.905,39.524
51.772,41.906,39.525
51.811,41.906,39.526
51.850,41.905,39.525
51.890,41.906,39.525
51.929,41.906,39.525
51.968,41.906,39.525
52.007,41.906,39.525
52.047,41.903,39.519
52.085,41.905,39.520
52.125,41.905,39.520
52.165,41.905,39.520
52.204,41.905,39.522
51.497,41.943,39.521
51.537,41.945,39.521
51.578,41.945,39.522
51.619,41.945,39.521
51.654,41.945,39.522
51.691,41.944,39.522
51.731,41.945,39.524
51.772,41.946,39.532
51.811,41.947,39.534
51.851,41.946,39.534
51.888,41.947,39.534
51.928,41.946,39.535
51.968,41.948,39.535
52.007,41.948,39.533
52.047,41.948,39.533
52.084,41.948,39.531
52.124,41.948,39.530
52.164,41.948,39.531
52.203,41.949,39.530
51.497,41.983,39.521
51.537,41.983,39.521
51.576,41.983,39.522
51.616,41.983,39.520
51.654,41.983,39.520
51.693,41.984,39.520
51.730,41.984,39.523
51.771,41.985,39.518
51.811,41.984,39.518
51.850,41.985,39.518
51.889,41.985,39.518
51.928,41.985,39.518
51.967,41.985,39.518
52.008,41.985,39.519
52.046,41.985,39.516
52.085,41.986,39.516
52.125,41.986,39.516
52.164,41.986,39.517
52.203,41.986,39.517
51.497,42.021,39.521
51.537,42.020,39.522
51.578,42.021,39.522
51.617,42.020,39.521
51.655,42.021,39.520
51.690,42.022,39.522
51.731,42.023,39.525
51.771,42.023,39.533
51.810,42.024,39.533
51.850,42.023,39.533
51.889,42.023,39.535
51.928,42.024,39.537
51.968,42.023,39.535
52.006,42.023,39.534
52.047,42.023,39.530
52.084,42.024,39.530
52.124,42.024,39.529
52.164,42.024,39.530
52.203,42.024,39.530
51.497,42.064,39.521
51.537,42.064,39.521
51.576,42.065,39.521
51.617,42.064,39.521
51.654,42.064,39.520
51.691,42.064,39.522
51.730,42.064,39.525
51.771,42.063,39.530
51.810,42.062,39.530
51.850,42.063,39.530
51.889,42.063,39.529
51.928,42.063,39.533
51.967,42.064,39.530
52.007,42.065,39.528
52.046,42.067,39.522
52.085,42.067,39.520
52.123,42.066,39.521
52.163,42.066,39.522
52.202,42.067,39.524
51.496,42.100,39.521
51.536,42.100,39.521
51.575,42.101,39.521
51.617,42.100,39.521
51.653,42.101,39.521
51.692,42.100,39.522
51.729,42.101,39.525
51.771,42.101,39.523
51.810,42.101,39.522
51.849,42.102,39.523
51.889,42.102,39.523
51.928,42.102,39.525
51.967,42.102,39.524
52.006,42.102,39.524
52.046,42.101,39.519
52.084,42.101,39.520
52.124,42.101,39.519
52.163,42.101,39.520
52.202,42.102,39.521
51.497,42.141,39.522
51.537,42.141,39.522
51.578,42.141,39.522
51.617,42.141,39.521
51.653,42.141,39.523
51.689,42.142,39.523
51.730,42.142,39.525
51.771,42.142,39.535
51.810,42.143,39.535
51.849,42.142,39.535
51.888,42.143,39.535
51.928,42.144,39.536
51.967,42.143,39.536
52.006,42.144,39.536
52.045,42.143,39.536
52.084,42.144,39.535
52.124,42.145,39.534
52.163,42.145,39.534
52.201,42.146,39.535
51.495,42.180,39.522
51.535,42.181,39.521
51.575,42.180,39.522
51.616,42.181,39.521
51.654,42.181,39.521
51.692,42.181,39.521
51.728,42.181,39.523
51.770,42.181,39.518
51.809,42.182,39.518
51.849,42.182,39.519
51.888,42.182,39.518
51.927,42.182,39.519
51.966,42.182,39.519
52.007,42.183,39.519
52.046,42.184,39.516
52.085,42.183,39.516
52.124,42.184,39.517
52.163,42.184,39.517
52.202,42.184,39.518
51.495,43.706,39.521
51.534,43.706,39.521
51.573,43.707,39.522
51.613,43.707,39.522
51.651,43.708,39.521
51.691,43.707,39.521
51.728,43.709,39.523
51.769,43.710,39.527
51.808,43.710,39.527
51.847,43.711,39.527
51.886,43.709,39.526
51.926,43.711,39.527
51.965,43.710,39.528
52.004,43.710,39.526
52.044,43.709,39.520
52.082,43.709,39.521
52.121,43.709,39.519
52.161,43.709,39.519
52.201,43.710,39.521
51.495,43.750,39.521
51.533,43.750,39.520
51.572,43.750,39.521
51.613,43.750,39.521
51.652,43.750,39.521
51.690,43.751,39.521
51.728,43.749,39.522
51.768,43.749,39.532
51.807,43.750,39.531
51.848,43.749,39.531
51.886,43.750,39.532
51.925,43.750,39.532
51.965,43.750,39.531
52.004,43.751,39.531
52.044,43.751,39.526
52.082,43.751,39.526
52.122,43.751,39.525
52.161,43.751,39.525
52.200,43.751,39.525
51.495,43.788,39.521
51.533,43.788,39.521
51.573,43.788,39.522
51.612,43.788,39.521
51.651,43.788,39.521
51.691,43.788,39.521
51.727,43.789,39.523
51.769,43.788,39.516
51.807,43.788,39.517
51.847,43.788,39.515
51.886,43.788,39.514
51.926,43.788,39.514
51.965,43.789,39.515
52.005,43.788,39.517
52.043,43.788,39.513
52.082,43.788,39.514
52.122,43.788,39.514
52.161,43.789,39.514
52.200,43.789,39.516
51.494,43.824,39.519
51.533,43.825,39.520
51.572,43.825,39.520
51.613,43.825,39.520
51.651,43.825,39.520
51.689,43.826,39.521
51.729,43.827,39.521
51.768,43.827,39.531
51.808,43.827,39.532
51.848,43.827,39.532
51.886,43.826,39.532
51.925,43.826,39.532
51.965,43.828,39.533
52.005,43.827,39.530
52.045,43.829,39.530
52.081,43.827,39.530
52.121,43.827,39.528
52.160,43.828,39.530
52.200,43.828,39.528
51.494,43.868,39.520
51.533,43.867,39.520
51.572,43.867,39.520
51.612,43.867,39.520
51.651,43.867,39.520
51.689,43.867,39.521
51.727,43.867,39.522
51.768,43.866,39.526
51.807,43.867,39.524
51.847,43.867,39.525
51.887,43.867,39.524
51.925,43.868,39.524
51.965,43.867,39.524
52.004,43.868,39.522
52.043,43.870,39.516
52.082,43.870,39.517
52.121,43.870,39.517
52.160,43.871,39.517
52.199,43.870,39.517
51.494,43.903,39.519
51.533,43.903,39.520
51.572,43.903,39.520
51.612,43.904,39.520
51.651,43.905,39.520
51.690,43.905,39.521
51.727,43.906,39.521
51.767,43.906,39.524
51.806,43.906,39.523
51.846,43.906,39.523
51.886,43.907,39.525
51.925,43.907,39.524
51.964,43.906,39.524
52.003,43.905,39.523
52.042,43.904,39.518
52.081,43.904,39.517
52.121,43.905,39.518
52.161,43.905,39.518
52.199,43.905,39.519
51.493,43.945,39.519
51.532,43.946,39.519
51.572,43.946,39.519
51.612,43.946,39.519
51.650,43.946,39.520
51.690,43.946,39.521
51.729,43.946,39.521
51.767,43.945,39.532
51.807,43.946,39.531
51.847,43.947,39.531
51.885,43.946,39.532
51.924,43.946,39.532
51.964,43.947,39.532
52.002,43.947,39.531
52.043,43.948,39.529
52.081,43.948,39.529
52.120,43.948,39.528
52.160,43.948,39.528
52.199,43.949,39.528
51.493,43.982,39.520
51.532,43.982,39.520
51.571,43.983,39.520
51.611,43.983,39.520
51.650,43.984,39.520
51.690,43.983,39.521
51.726,43.983,39.522
51.768,43.983,39.516
51.806,43.984,39.515
51.846,43.985,39.515
51.885,43.985,39.515
51.924,43.984,39.516
51.963,43.984,39.516
52.004,43.985,39.517
52.042,43.985,39.513
52.081,43.986,39.514
52.120,43.986,39.514
52.160,43.986,39.514
52.198,43.986,39.514
51.493,44.020,39.519
51.532,44.021,39.519
51.571,44.021,39.520
51.612,44.021,39.520
51.650,44.022,39.519
51.688,44.022,39.520
51.728,44.022,39.521
51.767,44.023,39.532
51.807,44.022,39.533
51.846,44.023,39.532
51.884,44.024,39.534
51.924,44.024,39.532
51.964,44.024,39.532
52.003,44.024,39.532
52.042,44.023,39.529
52.080,44.025,39.529
52.121,44.023,39.528
52.160,44.025,39.528
52.200,44.025,39.529
51.493,44.064,39.520
51.532,44.063,39.520
51.572,44.064,39.521
51.611,44.064,39.520
51.649,44.064,39.521
51.688,44.064,39.521
51.726,44.063,39.521
51.767,44.062,39.528
51.807,44.063,39.526
51.846,44.064,39.526
51.885,44.063,39.527
51.924,44.063,39.528
51.963,44.064,39.527
52.003,44.065,39.525
52.042,44.067,39.519
52.080,44.066,39.519
52.120,44.065,39.520
52.159,44.066,39.519
52.199,44.067,39.520
51.492,44.099,39.520
51.532,44.099,39.521
51.572,44.100,39.521
51.611,44.100,39.521
51.650,44.101,39.521
51.689,44.100,39.521
51.726,44.101,39.522
51.768,44.103,39.523
51.806,44.102,39.521
51.846,44.102,39.522
51.885,44.102,39.522
51.923,44.103,39.523
51.963,44.102,39.522
52.003,44.101,39.521
52.041,44.101,39.518
52.081,44.101,39.518
52.120,44.102,39.518
52.159,44.101,39.518
52.198,44.102,39.519
51.493,44.141,39.520
51.531,44.140,39.521
51.573,44.141,39.521
